Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
29-JUL-2019,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,241729538,30036600,199606461
29-JUL-2019,INE883A01011,MRF LTD,MRF,612958,26860,555450
29-JUL-2019,INE414G01012,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,21239488,3499500,16678013
29-JUL-2019,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,179107196,42350000,127801836
29-JUL-2019,INE095N01031,NBCC (INDIA) LIMITED,NBCC,114538273,42415000,66396359
29-JUL-2019,INE868B01028,NCC LIMITED,NCC,98294611,47360000,46019880
29-JUL-2019,INE239A01016,NESTLE INDIA LIMITED,NESTLEIND,7180127,352350,6468770
29-JUL-2019,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8587151,1748250,6409543
29-JUL-2019,INE584A01023,NMDC LTD.,NMDC,169762789,31980000,129294649
29-JUL-2019,INE733E01010,NTPC LTD,NTPC,868887395,84364800,741078225
29-JUL-2019,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4545590,228900,4089410
29-JUL-2019,INE274J01014,OIL INDIA LTD,OIL,83251980,9129714,69959667
29-JUL-2019,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,899518757,64447500,790095319
29-JUL-2019,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1152956,191975,903333
29-JUL-2019,INE140A01024,PIRAMAL ENTERPRISES LTD,PEL,21095263,3554842,16485657
29-JUL-2019,INE347G01014,PETRONET LNG LIMITED,PETRONET,150000017,20283000,122217016
29-JUL-2019,INE134E01011,POWER FIN CORP LTD.,PFC,216238398,58993000,146433478
29-JUL-2019,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,30730739,2912000,26282202
29-JUL-2019,INE160A01022,PUNJAB NATIONAL BANK,PNB,208425616,145446000,52558335
29-JUL-2019,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,467018741,30940000,412727803
29-JUL-2019,INE191H01014,PVR LIMITED,PVR,7454656,1355600,5726323
29-JUL-2019,INE331A01037,THE RAMCO CEMENTS LIMITED,RAMCOCEM,26974244,1083200,24542331
29-JUL-2019,INE301A01014,RAYMOND LTD,RAYMOND,6771284,2404800,4027919
29-JUL-2019,INE976G01028,RBL BANK LIMITED,RBLBANK,85341945,14865600,66209247
29-JUL-2019,INE020B01018,REC LIMITED,RECLTD,187084550,37194000,140536322
29-JUL-2019,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,26095315,14730000,10060549
29-JUL-2019,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,652764239,55408500,564717527
29-JUL-2019,INE036A01016,RELIANCE INFRASTRUCTU LTD,RELINFRA,30542528,14088000,14927401
29-JUL-2019,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528281,113100000,83101866
29-JUL-2019,INE062A01020,STATE BANK OF INDIA,SBIN,740931441,106575000,597309868
29-JUL-2019,INE070A01015,SHREE CEMENT LIMITED,SHREECEM,2453485,136900,2193910
29-JUL-2019,INE003A01024,SIEMENS LTD,SIEMENS,17806068,1298550,15617214
29-JUL-2019,INE647A01010,SRF LTD,SRF,5468800,1209750,3985610
29-JUL-2019,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33541942,5808600,26056244
29-JUL-2019,INE939A01011,STRIDES PHARMA SCI LTD,STAR,12315630,3390000,8309848
29-JUL-2019,INE044A01036,SUN PHARMACEUTICAL IND L,SUNPHARMA,218895917,57828100,150123021
29-JUL-2019,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,6633000,12086020
29-JUL-2019,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35345667,2503800,31074583
29-JUL-2019,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,6909235,3049800,3513973
29-JUL-2019,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,82732329,7368300,71227412
29-JUL-2019,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,355884192,123249000,214840982
29-JUL-2019,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101602140,32658000,63864033
29-JUL-2019,INE245A01021,TATA POWER CO LTD,TATAPOWER,362445856,64080000,280243563
29-JUL-2019,INE081A01012,TATA STEEL LIMITED,TATASTEEL,161060557,40148240,112859289
29-JUL-2019,INE467B01029,TATA CONSULTANCY SERV LT,TCS,209768541,16496250,182783863
29-JUL-2019,INE669C01036,TECH MAHINDRA LIMITED,TECHM,126115023,18076800,101732471
29-JUL-2019,INE280A01028,TITAN COMPANY LIMITED,TITAN,83616848,11094750,68341255
29-JUL-2019,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,856000,8389020
29-JUL-2019,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,4560000,37842958
29-JUL-2019,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,7678000,30778821
29-JUL-2019,INE686F01025,UNITED BREWERIES LTD,UBL,22357672,1243900,19995888
29-JUL-2019,INE334L01012,UJJIVAN FIN. SERVC. LTD.,UJJIVAN,24233339,6072000,16949672
29-JUL-2019,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,21005123,2426400,17528466
29-JUL-2019,INE692A01016,UNION BANK OF INDIA,UNIONBANK,76131760,34783000,37542172
29-JUL-2019,INE628A01036,UPL LIMITED,UPL,110130462,13574700,91049238
29-JUL-2019,INE205A01025,VEDANTA LIMITED,VEDL,367715829,87132000,262198037
29-JUL-2019,INE226A01021,VOLTAS LTD,VOLTAS,46126252,3602000,40217939
29-JUL-2019,INE075A01022,WIPRO LTD,WIPRO,310116894,34899200,259711849
29-JUL-2019,INE528G01027,YES BANK LIMITED,YESBANK,371333602,173428200,179338721
29-JUL-2019,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,118711307,23254400,89521341
