Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
21-FEB-2019,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,5825600,5662184
21-FEB-2019,INE263A01024,BHARAT ELECTRONICS LTD,BEL,185506537,50868000,125363210
21-FEB-2019,INE258A01016,BEML LIMITED,BEML,3828900,2036300,1601155
21-FEB-2019,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,48578062,5715600,40433558
21-FEB-2019,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27585244,5321500,20884481
21-FEB-2019,INE465A01025,BHARAT FORGE LTD,BHARATFORG,50501678,14300400,33676194
21-FEB-2019,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262428715,43739300,205567979
21-FEB-2019,INE257A01026,BHEL,BHEL,256482590,74782500,168875960
21-FEB-2019,INE376G01013,BIOCON LIMITED.,BIOCON,44672997,7411500,35027847
21-FEB-2019,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,139020,1572506
21-FEB-2019,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,199861375,15463800,174404506
21-FEB-2019,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23714500,3773200,18755575
21-FEB-2019,INE010B01027,CADILA HEALTHCARE LIMITED,CADILAHC,51610474,11620800,37409150
21-FEB-2019,INE476A01014,CANARA BANK,CANBK,40260000,20646000,17601000
21-FEB-2019,INE477A01020,CAN FIN HOMES LTD,CANFINHOME,18644752,6217200,11495314
21-FEB-2019,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,96933993,7384800,84702493
21-FEB-2019,INE482A01020,CEAT LIMITED,CEATLTD,3966064,1740800,2026960
21-FEB-2019,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11123542,5595000,4972364
21-FEB-2019,INE486A01013,CESC LTD,CESC,13275380,1850750,10760861
21-FEB-2019,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,82103824,66816000,11182632
21-FEB-2019,INE178A01016,CHENNAI PETROLEUM CORP LT,CHENNPETRO,9742660,2367000,6888527
21-FEB-2019,INE121A01016,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,14677911,1038000,12906015
21-FEB-2019,INE059A01026,CIPLA LTD,CIPLA,101917315,15129000,81692449
21-FEB-2019,INE522F01014,COAL INDIA LTD,COALINDIA,336345332,45273800,274254265
21-FEB-2019,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,2035600,23286262
21-FEB-2019,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55099499,2869668,49474856
21-FEB-2019,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,2128000,23679189
21-FEB-2019,INE016A01026,DABUR INDIA LTD,DABUR,113438092,15333750,92432437
21-FEB-2019,INE503A01015,DCB BANK LIMITED,DCBBANK,52620094,5377500,44611589
21-FEB-2019,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,38154662,31306500,4940428
21-FEB-2019,INE836F01026,DISH TV INDIA LTD.,DISHTV,144254920,91344000,45698174
21-FEB-2019,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25478844,4754800,19450101
21-FEB-2019,INE271C01023,DLF LIMITED,DLF,89416568,37889800,47055939
21-FEB-2019,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24280052,6687000,16379049
21-FEB-2019,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2763845,601950,2023702
21-FEB-2019,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,60644332,18154800,39457315
21-FEB-2019,INE988K01017,EQUITAS HOLDINGS LIMITED,EQUITAS,68261466,15364000,49484392
21-FEB-2019,INE042A01014,ESCORTS INDIA LTD,ESCORTS,14689242,6223800,7730979
21-FEB-2019,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,16518000,70700612
21-FEB-2019,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,390687191,64519000,306633831
21-FEB-2019,INE129A01019,GAIL (INDIA) LTD,GAIL,208101824,18628995,179067737
21-FEB-2019,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30167759,5318000,23341371
21-FEB-2019,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,441771144,270765000,148917586
21-FEB-2019,INE260B01028,GODFREY PHILLIPS INDIA LT,GODFRYPHLP,2891826,507500,2239734
21-FEB-2019,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,75135570,6604200,64774591
21-FEB-2019,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,17009580,1608000,14551101
21-FEB-2019,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,78447148,13815000,60709790
21-FEB-2019,INE026A01025,GUJ STATE FERT & CHEM LTD,GSFC,49535525,14936600,32122148
21-FEB-2019,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,50509139,7349000,40634682
21-FEB-2019,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,108488721,11195800,91868484
21-FEB-2019,INE001A01036,HDFC LTD,HDFC,331028275,32904500,281572361
21-FEB-2019,INE040A01026,HDFC BANK LTD,HDFCBANK,322340063,13767000,292456059
21-FEB-2019,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26110651,3952400,20852718
21-FEB-2019,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,22208479,4377000,16721055
21-FEB-2019,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,292540128,60298000,217615121
21-FEB-2019,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,304764525,22064700,267461598
21-FEB-2019,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,142047217,13282800,121662056
21-FEB-2019,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,6233600,275377691
21-FEB-2019,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,66523910,20034000,43163714
21-FEB-2019,INE090A01021,ICICI BANK LTD.,ICICIBANK,967259346,142645250,776251128
21-FEB-2019,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,61178818,7570500,50549377
21-FEB-2019,INE669E01016,VODAFONE IDEA LIMITED,IDEA,500941313,235164000,240730247
21-FEB-2019,INE043D01016,IDFC LIMITED,IDFC,319271663,126376800,176931279
21-FEB-2019,INE092T01019,IDFC FIRST BANK LIMITED,IDFCFIRSTB,573782582,175260000,369833452
21-FEB-2019,INE039A01010,IFCI LTD,IFCI,147807447,62090000,78327074
21-FEB-2019,INE203G01027,INDRAPRASTHA GAS LTD,IGL,77000080,8987000,64163076
21-FEB-2019,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,44246369,32440500,9593550
21-FEB-2019,INE562A01011,INDIAN BANK,INDIANB,17549476,6148000,10524002
21-FEB-2019,INE646L01027,INTERGLOBE AVIATION LTD,INDIGO,19270843,3901200,14406100
21-FEB-2019,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,89434622,10631700,74331190
21-FEB-2019,INE483S01020,INFIBEAM AVENUES LIMITED,INFIBEAM,81413204,21956000,55386543
21-FEB-2019,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,171832533,10342000,152898906
21-FEB-2019,INE009A01021,INFOSYS LIMITED,INFY,757551164,59619600,660054005
21-FEB-2019,INE242A01010,INDIAN OIL CORP LTD,IOC,892327620,47141500,800569739
21-FEB-2019,INE821I01014,IRB INFRA DEV LTD.,IRB,29847479,14544000,13811105
21-FEB-2019,INE154A01025,ITC LTD,ITC,2445238781,117856800,2205120041
21-FEB-2019,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,80029268,42153750,33874054
21-FEB-2019,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63596288,52416000,8000473
21-FEB-2019,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,297175650,124135000,158181867
21-FEB-2019,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,274637182,67798500,193106822
21-FEB-2019,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,14455140,6364500,7367883
21-FEB-2019,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,8550030,3876600,4245928
21-FEB-2019,INE217B01036,KAJARIA CERAMICS LTD,KAJARIACER,16664813,2879500,12952072
21-FEB-2019,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,267015629,11739200,241925647
21-FEB-2019,INE836A01035,KPIT TECHNOLOGIES LTD,KPIT,30868887,9497250,19828192
21-FEB-2019,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,56521559,15115200,38580281
21-FEB-2019,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,143962331,38812500,97951714
21-FEB-2019,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,60244101,13303400,43928495
21-FEB-2019,INE018A01030,LARSEN & TOUBRO LTD.,LT,275535867,16582875,245176198
21-FEB-2019,INE326A01037,LUPIN LIMITED,LUPIN,47971947,14308700,31264649
21-FEB-2019,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,173623634,35964000,128978452
21-FEB-2019,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,59712403,13975000,42751782
21-FEB-2019,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,109330743,16566000,87298205
21-FEB-2019,INE196A01026,MARICO LIMITED,MARICO,103836709,8626800,90018073
21-FEB-2019,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,4447275,20688132
21-FEB-2019,INE854D01024,UNITED SPIRITS LIMITED,MCDOWELL-N,62845623,13951250,45752091
21-FEB-2019,INE745G01035,MULTI COMMODITY EXCHANGE,MCX,10173586,2378600,7286306
21-FEB-2019,INE180A01020,MAX FINANCIAL SERV LTD,MFSL,38534772,2112000,34496033
21-FEB-2019,INE002S01010,MAHANAGAR GAS LTD.,MGL,11359449,1064400,9727076
21-FEB-2019,INE018I01017,MINDTREE LIMITED,MINDTREE,28409718,4157400,22831832
21-FEB-2019,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,241729538,35964150,193678911
21-FEB-2019,INE883A01011,MRF LTD,MRF,613765,41020,542056
21-FEB-2019,INE103A01014,MRPL,MRPL,40018232,6566000,31451320
21-FEB-2019,INE414G01012,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,21223881,3270000,16892686
21-FEB-2019,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,161309931,101944000,51300434
21-FEB-2019,INE095N01031,NBCC (INDIA) LIMITED,NBCC,105949489,47192000,53460014
21-FEB-2019,INE868B01028,NCC LIMITED,NCC,98291337,65232000,28144770
21-FEB-2019,INE239A01016,NESTLE INDIA LIMITED,NESTLEIND,7180127,348550,6472570
21-FEB-2019,INE848E01016,NHPC LTD,NHPC,525836038,51759000,447785236
21-FEB-2019,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8557451,2313750,5815828
21-FEB-2019,INE584A01023,NMDC LTD.,NMDC,174463784,29934000,135806594
21-FEB-2019,INE733E01010,NTPC LTD,NTPC,677243858,85188000,558193665
21-FEB-2019,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4540712,159150,4154526
21-FEB-2019,INE274J01014,OIL INDIA LTD,OIL,83535196,7182087,72176349
21-FEB-2019,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,881795538,63161250,774544511
21-FEB-2019,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,28817691,16282000,11094806
21-FEB-2019,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1152956,210775,884533
21-FEB-2019,INE140A01024,PIRAMAL ENTERPRISES LTD,PEL,18042791,4042874,13097777
21-FEB-2019,INE347G01014,PETRONET LNG LIMITED,PETRONET,150000017,15069000,127431016
21-FEB-2019,INE134E01011,POWER FIN CORP LTD.,PFC,203369978,48105800,145095679
21-FEB-2019,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,30719858,3006000,26177865
21-FEB-2019,INE160A01022,PUNJAB NATIONAL BANK,PNB,208425616,181993000,16011335
21-FEB-2019,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,456842549,30000000,404000421
21-FEB-2019,INE191H01014,PVR LIMITED,PVR,7454656,1806400,5275523
21-FEB-2019,INE331A01037,THE RAMCO CEMENTS LIMITED,RAMCOCEM,26974244,945600,24679931
21-FEB-2019,INE301A01014,RAYMOND LTD,RAYMOND,6775384,4675200,1761414
21-FEB-2019,INE976G01028,RBL BANK LIMITED,RBLBANK,85086978,7560000,73272629
21-FEB-2019,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,254684465,200464000,41486241
21-FEB-2019,INE020B01018,REC LIMITED,RECLTD,186236520,47148000,129776694
21-FEB-2019,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,654841181,75795000,546304121
21-FEB-2019,INE612J01015,REPCO HOME FINANCE LTD,REPCOHOME,7866151,1281500,6191343
21-FEB-2019,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,138456000,57745638
21-FEB-2019,INE062A01020,STATE BANK OF INDIA,SBIN,729782012,163263000,530029911
21-FEB-2019,INE070A01015,SHREE CEMENT LIMITED,SHREECEM,2453485,105750,2225060
21-FEB-2019,INE003A01024,SIEMENS LTD,SIEMENS,17806068,2342450,14573314
21-FEB-2019,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,361928764,168720831,175111494
21-FEB-2019,INE872A01014,SREI INFRASTRUCTURE FINAN,SREINFRA,39443554,13968000,23503376
21-FEB-2019,INE647A01010,SRF LTD,SRF,5468800,1328000,3867360
21-FEB-2019,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33541942,5428800,26436044
21-FEB-2019,INE939A01011,STRIDES PHARMA SCI LTD,STAR,12395780,6092900,5683091
21-FEB-2019,INE044A01036,SUN PHARMACEUTICAL IND L,SUNPHARMA,218894578,71745300,136204549
21-FEB-2019,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,10323000,8396020
21-FEB-2019,INE040H01021,SUZLON ENERGY LIMITED,SUZLON,851741765,316844000,492310676
21-FEB-2019,INE667A01018,SYNDICATE BANK,SYNDIBANK,76346533,35970000,36559206
21-FEB-2019,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35345667,3702000,29876383
21-FEB-2019,INE151A01013,TATA COMMUNICATIONS LTD,TATACOMM,14258524,3140000,10405597
21-FEB-2019,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,6904235,2187600,4371423
21-FEB-2019,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,82732329,13956750,64638962
21-FEB-2019,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,362219126,110242000,233866169
21-FEB-2019,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101602140,33208200,63313833
21-FEB-2019,INE245A01021,TATA POWER CO LTD,TATAPOWER,362445856,60354000,283969563
21-FEB-2019,INE081A01012,TATA STEEL LIMITED,TATASTEEL,161060422,54083414,98923986
21-FEB-2019,INE467B01029,TATA CONSULTANCY SERV LT,TCS,209768541,24613500,174666613
21-FEB-2019,INE669C01036,TECH MAHINDRA LIMITED,TECHM,125642015,25881600,93478314
21-FEB-2019,INE280A01028,TITAN COMPANY LIMITED,TITAN,83616848,17165250,62270755
21-FEB-2019,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,536500,8708520
21-FEB-2019,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,2850000,39552958
21-FEB-2019,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,129899100,70473000,52931145
21-FEB-2019,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,8460000,29996821
21-FEB-2019,INE686F01025,UNITED BREWERIES LTD,UBL,22357672,3630900,17608888
21-FEB-2019,INE334L01012,UJJIVAN FIN. SERVC. LTD.,UJJIVAN,24224375,6780800,16232356
21-FEB-2019,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,21003731,2458000,17495544
21-FEB-2019,INE692A01016,UNION BANK OF INDIA,UNIONBANK,76131760,44443000,27882172
21-FEB-2019,INE628A01036,UPL LIMITED,UPL,73388208,18978000,50740797
21-FEB-2019,INE205A01025,VEDANTA LIMITED,VEDL,367715829,87165400,262164637
21-FEB-2019,INE951I01027,V-GUARD IND LTD.,VGUARD,30594810,4488000,24577069
21-FEB-2019,INE226A01021,VOLTAS LTD,VOLTAS,46126252,8934000,34885939
21-FEB-2019,INE075A01022,WIPRO LTD,WIPRO,228378966,42031200,174928817
21-FEB-2019,INE049B01025,WOCKHARDT LIMITED,WOCKPHARMA,5740164,4846500,606655
21-FEB-2019,INE528G01027,YES BANK LIMITED,YESBANK,370789950,201510750,150739702
21-FEB-2019,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,112141257,33267000,73267194
