Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
01-OCT-2015,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,37954012,5618000,30438311
01-OCT-2015,INE836F01026,DISH TV INDIA LTD.,DISHTV,75765889,49827000,22150594
01-OCT-2015,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25441469,3255450,20913945
01-OCT-2015,INE271C01023,DLF LIMITED,DLF,89500455,47450000,37575432
01-OCT-2015,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,19607329,1274650,17352312
01-OCT-2015,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2447870,329300,1996176
01-OCT-2015,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,20643537,1328200,18283160
01-OCT-2015,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,8349600,78869012
01-OCT-2015,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,336741583,26512000,293392503
01-OCT-2015,INE129A01019,GAIL (INDIA) LTD,GAIL,108072127,9375200,93293320
01-OCT-2015,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,28031867,3316250,23314023
01-OCT-2015,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,396889523,139620000,237425046
01-OCT-2015,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,16910665,2654100,13411031
01-OCT-2015,INE047A01013,GRASIM INDUSTRIES LTD,GRASIM,11102376,846125,9701132
01-OCT-2015,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,47829167,4168000,41269708
01-OCT-2015,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,110851518,10030750,95278192
01-OCT-2015,INE001A01036,HDFC LTD,HDFC,315206121,12631950,286813864
01-OCT-2015,INE040A01026,HDFC BANK LTD,HDFCBANK,299047492,27683250,256411867
01-OCT-2015,INE191I01012,HOUSING DEV & INFRA LTD,HDIL,53497435,23140000,27682563
01-OCT-2015,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26104283,1351750,23447318
01-OCT-2015,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,17230293,3885000,12483778
01-OCT-2015,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,228583346,67169000,149985178
01-OCT-2015,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,33110100,9776300,21678295
01-OCT-2015,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,141879944,4896350,129889596
01-OCT-2015,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,2116000,279495291
01-OCT-2015,INE069I01010,INDIABULLS REAL EST. LTD,IBREALEST,52809136,26393000,23775679
01-OCT-2015,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,63919934,5452400,55271537
01-OCT-2015,INE090A01021,ICICI BANK LTD.,ICICIBANK,823914522,69345400,713373395
01-OCT-2015,INE008A01015,IDBI BANK LIMITED,IDBI,75387796,49088000,22530406
01-OCT-2015,INE669E01016,IDEA CELLULAR LIMITED,IDEA,405238911,29218000,355758965
01-OCT-2015,INE043D01016,IDFC LIMITED,IDFC,318759991,50225900,252596091
01-OCT-2015,INE039A01010,IFCI LTD,IFCI,147807447,55888000,84529074
01-OCT-2015,INE203G01019,INDRAPRASTHA GAS LTD,IGL,15400016,1380700,13249315
01-OCT-2015,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,43358821,23030000,18160879
01-OCT-2015,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,87566005,5376900,77810804
01-OCT-2015,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,107261427,1294800,100603555
01-OCT-2015,INE009A01021,INFOSYS LIMITED,INFY,322402424,15957500,290324802
01-OCT-2015,INE565A01014,INDIAN OVERSEAS BANK,IOB,64727493,10700000,50791118
01-OCT-2015,INE242A01010,INDIAN OIL CORP LTD,IOC,201160487,8238400,182864062
01-OCT-2015,INE821I01014,IRB INFRA DEV LTD.,IRB,29666439,5407000,22776117
01-OCT-2015,INE154A01025,ITC LTD,ITC,1599113955,33602800,1485555457
01-OCT-2015,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,70732076,42007000,25188472
01-OCT-2015,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63089791,43900000,16035301
01-OCT-2015,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,294900826,178088000,102067784
01-OCT-2015,INE121E01018,JSW ENERGY LIMITED,JSWENERGY,82002830,6082000,71820688
01-OCT-2015,INE019A01020,JSW STEEL LIMITED,JSWSTEEL,28802043,10985350,16376590
01-OCT-2015,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,6722549,1915600,4470821
01-OCT-2015,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,9501982,1381500,7645382
01-OCT-2015,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,217747611,10005200,196855030
01-OCT-2015,INE455I01029,KAVERI SEED CO. LTD.,KSCL,5971389,1306750,4366069
01-OCT-2015,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,37689851,16112000,19693358
01-OCT-2015,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,93152660,33420000,55075027
01-OCT-2015,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,59783388,11178400,45615818
01-OCT-2015,INE018A01030,LARSEN & TOUBRO LTD.,LT,159290852,9656800,141669509
01-OCT-2015,INE326A01037,LUPIN LIMITED,LUPIN,48055960,3821450,41831712
01-OCT-2015,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,85469920,4535100,76661324
01-OCT-2015,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,54593049,9908000,41955396
01-OCT-2015,INE196A01026,MARICO LIMITED,MARICO,52031575,487500,48942496
01-OCT-2015,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,3383000,21752407
01-OCT-2015,INE942G01012,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,11877544,3022400,8261266
01-OCT-2015,INE018I01017,MINDTREE LIMITED,MINDTREE,14445426,334550,13388604
01-OCT-2015,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,91032917,13445250,73036021
01-OCT-2015,INE883A01011,MRF LTD,MRF,616329,38985,546527
01-OCT-2015,INE868B01028,NCC LIMITED,NCC,88178817,3976000,79793876
01-OCT-2015,INE848E01016,NHPC LTD,NHPC,310891754,39553000,255794166
01-OCT-2015,INE584A01023,NMDC LTD.,NMDC,158553940,12510000,138116243
01-OCT-2015,INE733E01010,NTPC LTD,NTPC,412969884,27398000,364923389
01-OCT-2015,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4315863,229800,3870269
01-OCT-2015,INE274J01014,OIL INDIA LTD,OIL,38903089,1128500,35829434
01-OCT-2015,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,531562772,25794000,479190633
01-OCT-2015,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,24507940,9476000,13806543
01-OCT-2015,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1093017,40925,997441
01-OCT-2015,INE347G01014,PETRONET LNG LIMITED,PETRONET,75000008,4343000,66907007
01-OCT-2015,INE134E01011,POWER FIN CORP LTD.,PFC,71822860,9402000,58829717
01-OCT-2015,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,31027806,651000,28825415
01-OCT-2015,INE160A01022,PUNJAB NATIONAL BANK,PNB,148901807,23472000,117984716
01-OCT-2015,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,440550890,18388000,400135345
01-OCT-2015,INE877F01012,PTC INDIA LIMITED,PTC,49601664,15964000,31157580
01-OCT-2015,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,198868424,55280000,133645002
01-OCT-2015,INE020B01018,RURAL ELEC CORP. LTD.,RECLTD,77738264,13213000,60638350
01-OCT-2015,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,22405737,10922000,10363450
01-OCT-2015,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,333497257,32989250,283833144
01-OCT-2015,INE036A01016,RELIANCE INFRASTRUCTU LTD,RELINFRA,25905123,8374500,16235366
01-OCT-2015,INE614G01033,RELIANCE POWER LTD.,RPOWER,140226953,53084000,80131605
01-OCT-2015,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206522041,37468000,158727938
01-OCT-2015,INE062A01020,STATE BANK OF INDIA,SBIN,587238934,81001000,476875987
01-OCT-2015,INE003A01024,SIEMENS LTD,SIEMENS,17806056,1410600,15505153
01-OCT-2015,INE180K01011,SKS MICROFINANCE LTD,SKSMICRO,22956174,8116000,13692365
01-OCT-2015,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,269212942,16196000,239556294
01-OCT-2015,INE647A01010,SRF LTD,SRF,5469000,1000050,4195500
01-OCT-2015,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33555914,1803600,30074518
01-OCT-2015,INE939A01011,STRIDES ARCOLAB LIMITED,STAR,8628283,2160700,6036168
01-OCT-2015,INE044A01036,SUN PHARMACEUTICALS IND.,SUNPHARMA,217985389,10938800,196147319
01-OCT-2015,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,11413500,7305520
01-OCT-2015,INE667A01018,SYNDICATE BANK,SYNDIBANK,40732856,10309000,28387213
01-OCT-2015,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35166084,4759900,28647879
01-OCT-2015,INE151A01013,TATA COMMUNICATIONS LTD,TATACOMM,14253357,3451900,10088789
01-OCT-2015,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,78095384,24354000,49836614
01-OCT-2015,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,255565215,48787500,193999454
01-OCT-2015,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101172336,20043800,76069919
01-OCT-2015,INE245A01021,TATA POWER CO LTD,TATAPOWER,361494646,24368000,319051913
01-OCT-2015,INE081A01012,TATA STEEL LIMITED,TATASTEEL,129482929,44846000,78162782
01-OCT-2015,INE467B01029,TATA CONSULTANCY SERV LT,TCS,102394573,4445800,92829044
01-OCT-2015,INE669C01036,TECH MAHINDRA LIMITED,TECHM,121769957,10015500,105665959
01-OCT-2015,INE280A01028,TITAN COMPANY LIMITED,TITAN,83355648,10625500,68562365
01-OCT-2015,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,135768011,9367000,119612610
01-OCT-2015,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,4994000,33462821
01-OCT-2015,INE686F01025,UNITED BREWERIES LTD,UBL,13314095,815750,11832640
01-OCT-2015,INE691A01018,UCO BANK,UCOBANK,46275174,12214000,31747415
01-OCT-2015,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,20065477,1394450,17667753
01-OCT-2015,INE692A01016,UNION BANK OF INDIA,UNIONBANK,50266904,13381000,34372558
01-OCT-2015,INE694A01020,UNITECH LTD,UNITECH,352628383,202268000,132728963
01-OCT-2015,INE628A01036,UPL LIMITED,UPL,60123762,6872500,50245073
01-OCT-2015,INE205A01025,VEDANTA LIMITED,VEDL,195437126,52790000,132875269
01-OCT-2015,INE226A01021,VOLTAS LTD,VOLTAS,46126252,5547000,38272939
01-OCT-2015,INE075A01022,WIPRO LTD,WIPRO,121787515,7043500,108654639
01-OCT-2015,INE049B01025,WOCKHARDT LIMITED,WOCKPHARMA,5615132,3574875,1759500
01-OCT-2015,INE528G01019,YES BANK LIMITED,YESBANK,65193050,15839150,46094247
01-OCT-2015,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,109355701,7107100,96780815
