Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
25-FEB-2019,INE028A01039,BANK OF BARODA,BANKBARODA,191844279,92928000,89324065
25-FEB-2019,INE084A01016,BANK OF INDIA,BANKINDIA,58936059,43086000,12903256
25-FEB-2019,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,6301350,5186434
25-FEB-2019,INE263A01024,BHARAT ELECTRONICS LTD,BEL,185506537,51186000,125045210
25-FEB-2019,INE258A01016,BEML LIMITED,BEML,3828900,2310000,1327455
25-FEB-2019,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,48578062,5764000,40385158
25-FEB-2019,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27585244,5243500,20962481
25-FEB-2019,INE465A01025,BHARAT FORGE LTD,BHARATFORG,50501678,13272000,34704594
25-FEB-2019,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262428715,44793300,204513979
25-FEB-2019,INE257A01026,BHEL,BHEL,256482590,72052500,171605960
25-FEB-2019,INE376G01013,BIOCON LIMITED.,BIOCON,44672997,7450200,34989147
25-FEB-2019,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,140490,1571036
25-FEB-2019,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,199861375,13782600,176085706
25-FEB-2019,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23714500,3708400,18820375
25-FEB-2019,INE010B01027,CADILA HEALTHCARE LIMITED,CADILAHC,51610474,11616000,37413950
25-FEB-2019,INE476A01014,CANARA BANK,CANBK,40260000,21518000,16729000
25-FEB-2019,INE477A01020,CAN FIN HOMES LTD,CANFINHOME,18644752,5900400,11812114
25-FEB-2019,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,96933993,6963200,85124093
25-FEB-2019,INE482A01020,CEAT LIMITED,CEATLTD,3966064,1816800,1950960
25-FEB-2019,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11123542,5603400,4963964
25-FEB-2019,INE486A01013,CESC LTD,CESC,13275380,1799600,10812011
25-FEB-2019,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,82103824,77976000,22632
25-FEB-2019,INE178A01016,CHENNAI PETROLEUM CORP LT,CHENNPETRO,9742660,2386800,6868727
25-FEB-2019,INE121A01016,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,14677911,1033500,12910515
25-FEB-2019,INE059A01026,CIPLA LTD,CIPLA,101917315,14980000,81841449
25-FEB-2019,INE522F01014,COAL INDIA LTD,COALINDIA,336345332,46054800,273473265
25-FEB-2019,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,2076900,23244962
25-FEB-2019,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55099499,3249477,49095047
25-FEB-2019,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,2001300,23805889
25-FEB-2019,INE016A01026,DABUR INDIA LTD,DABUR,113438092,15287500,92478687
25-FEB-2019,INE503A01015,DCB BANK LIMITED,DCBBANK,52620094,6912000,43077089
25-FEB-2019,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,38154662,30885000,5361928
25-FEB-2019,INE836F01026,DISH TV INDIA LTD.,DISHTV,144254920,108664000,28378174
25-FEB-2019,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25478844,4747200,19457701
25-FEB-2019,INE271C01023,DLF LIMITED,DLF,89416568,41893800,43051939
25-FEB-2019,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24280052,6880000,16186049
25-FEB-2019,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2763845,585650,2040002
25-FEB-2019,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,60644332,17880100,39732015
25-FEB-2019,INE988K01017,EQUITAS HOLDINGS LIMITED,EQUITAS,68261466,15060000,49788392
25-FEB-2019,INE042A01014,ESCORTS INDIA LTD,ESCORTS,14689242,6171000,7783779
25-FEB-2019,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,14248000,72970612
25-FEB-2019,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,390687191,71351000,299801831
25-FEB-2019,INE129A01019,GAIL (INDIA) LTD,GAIL,208101824,18084927,179611805
25-FEB-2019,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30167759,5188000,23471371
25-FEB-2019,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,441771144,271530000,148152586
25-FEB-2019,INE260B01028,GODFREY PHILLIPS INDIA LT,GODFRYPHLP,2891826,504000,2243234
25-FEB-2019,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,75135570,6895800,64482991
25-FEB-2019,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,17009580,1630500,14528601
25-FEB-2019,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,78447148,13837500,60687290
25-FEB-2019,INE026A01025,GUJ STATE FERT & CHEM LTD,GSFC,49535525,14748600,32310148
25-FEB-2019,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,50509139,7291000,40692682
25-FEB-2019,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,108488721,11073300,91990984
25-FEB-2019,INE001A01036,HDFC LTD,HDFC,331028275,32593000,281883861
25-FEB-2019,INE040A01026,HDFC BANK LTD,HDFCBANK,322340063,13832750,292390309
25-FEB-2019,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26110651,3912800,20892318
25-FEB-2019,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,22208479,4048500,17049555
25-FEB-2019,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,292540128,63808500,214104621
25-FEB-2019,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,304764525,21611100,267915198
25-FEB-2019,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,142047217,13030200,121914656
25-FEB-2019,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,6387200,275224091
25-FEB-2019,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,66523910,21637000,41560714
25-FEB-2019,INE090A01021,ICICI BANK LTD.,ICICIBANK,967259346,144941500,773954878
25-FEB-2019,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,61178818,7809000,50310877
25-FEB-2019,INE669E01016,VODAFONE IDEA LIMITED,IDEA,500941313,220860000,255034247
25-FEB-2019,INE043D01016,IDFC LIMITED,IDFC,319271663,149582400,153725679
25-FEB-2019,INE092T01019,IDFC FIRST BANK LIMITED,IDFCFIRSTB,573782582,172488000,372605452
25-FEB-2019,INE039A01010,IFCI LTD,IFCI,147807447,66955000,73462074
25-FEB-2019,INE203G01027,INDRAPRASTHA GAS LTD,IGL,77000080,8541500,64608576
25-FEB-2019,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,44246369,33862500,8171550
25-FEB-2019,INE562A01011,INDIAN BANK,INDIANB,17549476,6040000,10632002
25-FEB-2019,INE646L01027,INTERGLOBE AVIATION LTD,INDIGO,19270843,3656400,14650900
25-FEB-2019,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,89434622,10597800,74365090
25-FEB-2019,INE483S01020,INFIBEAM AVENUES LIMITED,INFIBEAM,81413204,22008000,55334543
25-FEB-2019,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,171832533,10264000,152976906
25-FEB-2019,INE009A01021,INFOSYS LIMITED,INFY,757551164,58617600,661056005
25-FEB-2019,INE242A01010,INDIAN OIL CORP LTD,IOC,892327620,47208000,800503239
25-FEB-2019,INE821I01014,IRB INFRA DEV LTD.,IRB,29847479,14566400,13788705
25-FEB-2019,INE154A01025,ITC LTD,ITC,2445238781,112020000,2210956841
25-FEB-2019,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,80029268,46568250,29459554
25-FEB-2019,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63596288,53127000,7289473
25-FEB-2019,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,297175650,136620000,145696867
25-FEB-2019,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,274637182,68790000,192115322
25-FEB-2019,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,14455140,7187000,6545383
25-FEB-2019,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,8550030,3953600,4168928
25-FEB-2019,INE217B01036,KAJARIA CERAMICS LTD,KAJARIACER,16664813,2720900,13110672
25-FEB-2019,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,267015629,26248000,227416847
25-FEB-2019,INE836A01035,BIRLASOFT LIMITED,BSOFT,30868887,8655750,20669692
25-FEB-2019,INE455I01029,KAVERI SEED CO. LTD.,KSCL,5669882,4377000,1009387
25-FEB-2019,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,56521559,15237400,38458081
25-FEB-2019,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,143962331,39370500,97393714
25-FEB-2019,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,60244101,13004200,44227695
25-FEB-2019,INE018A01030,LARSEN & TOUBRO LTD.,LT,275535867,16508250,245250823
25-FEB-2019,INE326A01037,LUPIN LIMITED,LUPIN,47971947,14002800,31570549
25-FEB-2019,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,173623634,34237000,130705452
25-FEB-2019,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,59712403,13400000,43326782
25-FEB-2019,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,109330743,16374000,87490205
25-FEB-2019,INE196A01026,MARICO LIMITED,MARICO,103836709,8486400,90158473
25-FEB-2019,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,4623750,20511657
25-FEB-2019,INE854D01024,UNITED SPIRITS LIMITED,MCDOWELL-N,62845623,14391250,45312091
25-FEB-2019,INE745G01035,MULTI COMMODITY EXCHANGE,MCX,10173586,2423400,7241506
25-FEB-2019,INE180A01020,MAX FINANCIAL SERV LTD,MFSL,38534772,2199600,34408433
25-FEB-2019,INE002S01010,MAHANAGAR GAS LTD.,MGL,11359449,1255800,9535676
25-FEB-2019,INE018I01017,MINDTREE LIMITED,MINDTREE,28409718,4269000,22720232
25-FEB-2019,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,241729538,44733600,184909461
25-FEB-2019,INE883A01011,MRF LTD,MRF,613765,40180,542896
25-FEB-2019,INE103A01014,MRPL,MRPL,40018232,7042000,30975320
25-FEB-2019,INE414G01012,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,21223881,3421500,16741186
25-FEB-2019,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,161309931,107984000,45260434
25-FEB-2019,INE095N01031,NBCC (INDIA) LIMITED,NBCC,105949489,44216000,56436014
25-FEB-2019,INE868B01028,NCC LIMITED,NCC,98291337,69456000,23920770
25-FEB-2019,INE239A01016,NESTLE INDIA LIMITED,NESTLEIND,7180127,327500,6493620
25-FEB-2019,INE848E01016,NHPC LTD,NHPC,525836038,48546000,450998236
25-FEB-2019,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8557451,2298750,5830828
25-FEB-2019,INE584A01023,NMDC LTD.,NMDC,174463784,29226000,136514594
25-FEB-2019,INE733E01010,NTPC LTD,NTPC,677243858,89796000,553585665
25-FEB-2019,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4540712,165150,4148526
25-FEB-2019,INE274J01014,OIL INDIA LTD,OIL,83535196,7229673,72128763
25-FEB-2019,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,881795538,63345000,774360761
25-FEB-2019,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,28817691,17367000,10009806
25-FEB-2019,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1152956,188000,907308
25-FEB-2019,INE785M01013,PC JEWELLER LTD,PCJEWELLER,33475537,25662000,6139760
25-FEB-2019,INE140A01024,PIRAMAL ENTERPRISES LTD,PEL,18042791,4329472,12811179
25-FEB-2019,INE347G01014,PETRONET LNG LIMITED,PETRONET,150000017,15240000,127260016
25-FEB-2019,INE134E01011,POWER FIN CORP LTD.,PFC,203369978,45973000,147228479
25-FEB-2019,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,30719858,2899000,26284865
25-FEB-2019,INE160A01022,PUNJAB NATIONAL BANK,PNB,208425616,196007000,1997335
25-FEB-2019,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,456842549,28296000,405704421
25-FEB-2019,INE191H01014,PVR LIMITED,PVR,7454656,1752800,5329123
25-FEB-2019,INE331A01037,THE RAMCO CEMENTS LIMITED,RAMCOCEM,26974244,903200,24722331
25-FEB-2019,INE301A01014,RAYMOND LTD,RAYMOND,6775384,4925600,1511014
25-FEB-2019,INE976G01028,RBL BANK LIMITED,RBLBANK,85086978,7174800,73657829
25-FEB-2019,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,254684465,228650000,13300241
25-FEB-2019,INE020B01018,REC LIMITED,RECLTD,186236520,49758000,127166694
25-FEB-2019,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,23702036,20055000,2461934
25-FEB-2019,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,654841181,76012000,546087121
25-FEB-2019,INE036A01016,RELIANCE INFRASTRUCTU LTD,RELINFRA,26054178,21209500,3541969
25-FEB-2019,INE612J01015,REPCO HOME FINANCE LTD,REPCOHOME,7866151,1485000,5987843
25-FEB-2019,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,156984000,39217638
25-FEB-2019,INE062A01020,STATE BANK OF INDIA,SBIN,729782012,157323000,535969911
25-FEB-2019,INE070A01015,SHREE CEMENT LIMITED,SHREECEM,2453485,102300,2228510
25-FEB-2019,INE003A01024,SIEMENS LTD,SIEMENS,17806068,2104850,14810914
25-FEB-2019,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,361928764,184529088,159303237
25-FEB-2019,INE872A01014,SREI INFRASTRUCTURE FINAN,SREINFRA,39443554,12528000,24943376
25-FEB-2019,INE647A01010,SRF LTD,SRF,5468800,1318500,3876860
25-FEB-2019,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33541942,5196600,26668244
25-FEB-2019,INE939A01011,STRIDES PHARMA SCI LTD,STAR,12395780,6062100,5713891
25-FEB-2019,INE044A01036,SUN PHARMACEUTICAL IND L,SUNPHARMA,218894578,71780500,136169349
25-FEB-2019,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,10182000,8537020
25-FEB-2019,INE040H01021,SUZLON ENERGY LIMITED,SUZLON,851741765,338200000,470954676
25-FEB-2019,INE667A01018,SYNDICATE BANK,SYNDIBANK,76346533,36525000,36004206
25-FEB-2019,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35345667,4096500,29481883
25-FEB-2019,INE151A01013,TATA COMMUNICATIONS LTD,TATACOMM,14258524,3460000,10085597
25-FEB-2019,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,6904235,2141200,4417823
25-FEB-2019,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,82732329,13662000,64933712
25-FEB-2019,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,362219126,108390000,235718169
25-FEB-2019,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101602140,33918800,62603233
25-FEB-2019,INE245A01021,TATA POWER CO LTD,TATAPOWER,362445856,62550000,281773563
25-FEB-2019,INE081A01012,TATA STEEL LIMITED,TATASTEEL,161060422,53549731,99457669
25-FEB-2019,INE467B01029,TATA CONSULTANCY SERV LT,TCS,209768541,23046000,176234113
25-FEB-2019,INE669C01036,TECH MAHINDRA LIMITED,TECHM,125642015,24801600,94558314
25-FEB-2019,INE280A01028,TITAN COMPANY LIMITED,TITAN,83616848,16887750,62548255
25-FEB-2019,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,615500,8629520
25-FEB-2019,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,2229000,40173958
25-FEB-2019,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,129899100,76518000,46886145
25-FEB-2019,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,9364000,29092821
25-FEB-2019,INE686F01025,UNITED BREWERIES LTD,UBL,22357672,3483200,17756588
25-FEB-2019,INE334L01012,UJJIVAN FIN. SERVC. LTD.,UJJIVAN,24224375,7102400,15910756
25-FEB-2019,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,21003731,2326400,17627144
25-FEB-2019,INE692A01016,UNION BANK OF INDIA,UNIONBANK,76131760,43442000,28883172
25-FEB-2019,INE628A01036,UPL LIMITED,UPL,73388208,19776000,49942797
25-FEB-2019,INE205A01025,VEDANTA LIMITED,VEDL,367715829,85886600,263443437
25-FEB-2019,INE951I01027,V-GUARD IND LTD.,VGUARD,30594810,5052000,24013069
25-FEB-2019,INE226A01021,VOLTAS LTD,VOLTAS,46126252,9424000,34395939
25-FEB-2019,INE075A01022,WIPRO LTD,WIPRO,228378966,42962400,173997617
25-FEB-2019,INE049B01025,WOCKHARDT LIMITED,WOCKPHARMA,5740164,4946400,506755
25-FEB-2019,INE528G01027,YES BANK LIMITED,YESBANK,370789950,197274000,154976452
25-FEB-2019,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,112141257,32150300,74383894
