Date, ISIN, Scrip Name, NSE Symbol, MWPL, Open Interest, Limit for Next Day
20-FEB-2019,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,29341807,3176250,24698466
20-FEB-2019,INE918I01018,BAJAJ FINSERV LTD.,BAJAJFINSV,13248060,872500,11713157
20-FEB-2019,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,51558770,7996250,40984581
20-FEB-2019,INE787D01026,BALKRISHNA IND. LTD,BALKRISIND,16124234,2877600,12440422
20-FEB-2019,INE028A01039,BANK OF BARODA,BANKBARODA,191844279,89616000,92636065
20-FEB-2019,INE084A01016,BANK OF INDIA,BANKINDIA,58936059,39930000,16059256
20-FEB-2019,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,5611100,5876684
20-FEB-2019,INE263A01024,BHARAT ELECTRONICS LTD,BEL,185506537,49998000,126233210
20-FEB-2019,INE258A01016,BEML LIMITED,BEML,3828900,2052400,1585055
20-FEB-2019,INE463A01038,BERGER PAINTS (I) LTD,BERGEPAINT,48578062,5623200,40525958
20-FEB-2019,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27585244,5303000,20902981
20-FEB-2019,INE465A01025,BHARAT FORGE LTD,BHARATFORG,50501678,14566800,33409794
20-FEB-2019,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262428715,44359800,204947479
20-FEB-2019,INE257A01026,BHEL,BHEL,256482590,74377500,169280960
20-FEB-2019,INE376G01013,BIOCON LIMITED.,BIOCON,44672997,7542900,34896447
20-FEB-2019,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,138780,1572746
20-FEB-2019,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,199861375,15553800,174314506
20-FEB-2019,INE216A01030,BRITANNIA INDUSTRIES LTD,BRITANNIA,23714500,3859200,18669575
20-FEB-2019,INE010B01027,CADILA HEALTHCARE LIMITED,CADILAHC,51610474,11326400,37703550
20-FEB-2019,INE476A01014,CANARA BANK,CANBK,40260000,20886000,17361000
20-FEB-2019,INE477A01020,CAN FIN HOMES LTD,CANFINHOME,18644752,5522400,12190114
20-FEB-2019,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,96933993,7357600,84729693
20-FEB-2019,INE482A01020,CEAT LIMITED,CEATLTD,3966064,1730400,2037360
20-FEB-2019,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11123542,5809800,4757564
20-FEB-2019,INE486A01013,CESC LTD,CESC,13275380,1824350,10787261
20-FEB-2019,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,82103824,64896000,13102632
20-FEB-2019,INE178A01016,CHENNAI PETROLEUM CORP LT,CHENNPETRO,9742660,2347200,6908327
20-FEB-2019,INE121A01016,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,14677911,945000,12999015
20-FEB-2019,INE059A01026,CIPLA LTD,CIPLA,101917315,15438000,81383449
20-FEB-2019,INE522F01014,COAL INDIA LTD,COALINDIA,336345332,43505000,276023065
20-FEB-2019,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,2063600,23258262
20-FEB-2019,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,55099499,2760258,49584266
20-FEB-2019,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,2233000,23574189
20-FEB-2019,INE016A01026,DABUR INDIA LTD,DABUR,113438092,15166250,92599937
20-FEB-2019,INE503A01015,DCB BANK LIMITED,DCBBANK,52620094,5301000,44688089
20-FEB-2019,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,38154662,31123500,5123428
20-FEB-2019,INE836F01026,DISH TV INDIA LTD.,DISHTV,144254920,88688000,48354174
20-FEB-2019,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25478844,4580400,19624501
20-FEB-2019,INE271C01023,DLF LIMITED,DLF,89416568,38077000,46868739
20-FEB-2019,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24280052,6838250,16227799
20-FEB-2019,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2763845,602300,2023352
20-FEB-2019,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,60644332,17999000,39613115
20-FEB-2019,INE988K01017,EQUITAS HOLDINGS LIMITED,EQUITAS,68261466,14812000,50036392
20-FEB-2019,INE042A01014,ESCORTS INDIA LTD,ESCORTS,14689242,6330500,7624279
20-FEB-2019,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,17202000,70016612
20-FEB-2019,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,390687191,61579000,309573831
20-FEB-2019,INE129A01019,GAIL (INDIA) LTD,GAIL,208101824,18314289,179382443
20-FEB-2019,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30167759,5316000,23343371
20-FEB-2019,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,441771144,268605000,151077586
20-FEB-2019,INE260B01028,GODFREY PHILLIPS INDIA LT,GODFRYPHLP,2891826,515200,2232034
20-FEB-2019,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,75135570,6133800,65244991
20-FEB-2019,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,17009580,1557000,14602101
20-FEB-2019,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,78447148,13616250,60908540
20-FEB-2019,INE026A01025,GUJ STATE FERT & CHEM LTD,GSFC,49535525,14941300,32117448
20-FEB-2019,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,50509139,7262000,40721682
20-FEB-2019,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,108488721,11146800,91917484
20-FEB-2019,INE001A01036,HDFC LTD,HDFC,331028275,33279500,281197361
20-FEB-2019,INE040A01026,HDFC BANK LTD,HDFCBANK,322340063,13805000,292418059
20-FEB-2019,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26110651,3724000,21081118
20-FEB-2019,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,22208479,4504500,16593555
20-FEB-2019,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,292540128,58646000,219267121
20-FEB-2019,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,304764525,21455700,268070598
20-FEB-2019,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,142047217,13084800,121860056
20-FEB-2019,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,6355200,275256091
20-FEB-2019,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,66523910,20026500,43171214
20-FEB-2019,INE090A01021,ICICI BANK LTD.,ICICIBANK,967259346,145689500,773206878
20-FEB-2019,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,61178818,7711500,50408377
20-FEB-2019,INE669E01016,VODAFONE IDEA LIMITED,IDEA,500941313,242280000,233614247
20-FEB-2019,INE043D01016,IDFC LIMITED,IDFC,319271663,126205200,177102879
20-FEB-2019,INE092T01019,IDFC FIRST BANK LIMITED,IDFCFIRSTB,573782582,172824000,372269452
20-FEB-2019,INE039A01010,IFCI LTD,IFCI,147807447,62300000,78117074
20-FEB-2019,INE203G01027,INDRAPRASTHA GAS LTD,IGL,77000080,9460000,63690076
20-FEB-2019,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,44246369,32620500,9413550
20-FEB-2019,INE562A01011,INDIAN BANK,INDIANB,17549476,6006000,10666002
20-FEB-2019,INE646L01027,INTERGLOBE AVIATION LTD,INDIGO,19270843,4023600,14283700
20-FEB-2019,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,89434622,10107900,74854990
20-FEB-2019,INE483S01020,INFIBEAM AVENUES LIMITED,INFIBEAM,81413204,22264000,55078543
20-FEB-2019,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,171832533,10632000,152608906
20-FEB-2019,INE009A01021,INFOSYS LIMITED,INFY,757551164,59043600,660630005
20-FEB-2019,INE242A01010,INDIAN OIL CORP LTD,IOC,892327620,46571000,801140239
20-FEB-2019,INE821I01014,IRB INFRA DEV LTD.,IRB,29847479,14441600,13913505
20-FEB-2019,INE154A01025,ITC LTD,ITC,2445238781,116392800,2206584041
20-FEB-2019,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,80029268,40293000,35734804
20-FEB-2019,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63596288,51255000,9161473
20-FEB-2019,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,297175650,114675000,167641867
20-FEB-2019,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,274637182,67816500,193088822
20-FEB-2019,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,14455140,6567000,7165383
20-FEB-2019,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,8550030,3417400,4705128
20-FEB-2019,INE217B01036,KAJARIA CERAMICS LTD,KAJARIACER,16664813,2960100,12871472
20-FEB-2019,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,267015629,11712800,241952047
20-FEB-2019,INE836A01035,KPIT TECHNOLOGIES LTD,KPIT,30868887,9999000,19326442
20-FEB-2019,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,56521559,15072900,38622581
20-FEB-2019,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,143962331,37318500,99445714
20-FEB-2019,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,60244101,12744600,44487295
20-FEB-2019,INE018A01030,LARSEN & TOUBRO LTD.,LT,275535867,16236000,245523073
20-FEB-2019,INE326A01037,LUPIN LIMITED,LUPIN,47971947,13881000,31692349
20-FEB-2019,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,173623634,35275000,129667452
20-FEB-2019,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,59712403,14146250,42580532
20-FEB-2019,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,109330743,14856000,89008205
20-FEB-2019,INE196A01026,MARICO LIMITED,MARICO,103836709,8161400,90483473
20-FEB-2019,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,4288575,20846832
20-FEB-2019,INE854D01024,UNITED SPIRITS LIMITED,MCDOWELL-N,62845623,14337500,45365841
20-FEB-2019,INE745G01035,MULTI COMMODITY EXCHANGE,MCX,10173586,2370900,7294006
20-FEB-2019,INE180A01020,MAX FINANCIAL SERV LTD,MFSL,38534772,2244000,34364033
20-FEB-2019,INE002S01010,MAHANAGAR GAS LTD.,MGL,11359449,1120800,9670676
20-FEB-2019,INE018I01017,MINDTREE LIMITED,MINDTREE,28409718,4167000,22822232
20-FEB-2019,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,241729538,36081000,193562061
20-FEB-2019,INE883A01011,MRF LTD,MRF,613765,40710,542366
20-FEB-2019,INE103A01014,MRPL,MRPL,40018232,6335000,31682320
20-FEB-2019,INE414G01012,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,21223881,2896500,17266186
20-FEB-2019,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,161309931,96104000,57140434
20-FEB-2019,INE095N01031,NBCC (INDIA) LIMITED,NBCC,105949489,46536000,54116014
20-FEB-2019,INE868B01028,NCC LIMITED,NCC,98291337,66472000,26904770
20-FEB-2019,INE239A01016,NESTLE INDIA LIMITED,NESTLEIND,7180127,359950,6461170
20-FEB-2019,INE848E01016,NHPC LTD,NHPC,525836038,50625000,448919236
20-FEB-2019,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8557451,2250750,5878828
20-FEB-2019,INE584A01023,NMDC LTD.,NMDC,174463784,30702000,135038594
20-FEB-2019,INE733E01010,NTPC LTD,NTPC,677243858,83528000,559853665
20-FEB-2019,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4540712,153750,4159926
20-FEB-2019,INE274J01014,OIL INDIA LTD,OIL,83535196,7790508,71567928
20-FEB-2019,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,881795538,65467500,772238261
20-FEB-2019,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,28817691,16695000,10681806
20-FEB-2019,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1152956,206450,888858
20-FEB-2019,INE140A01024,PIRAMAL ENTERPRISES LTD,PEL,18042791,4177566,12963085
20-FEB-2019,INE347G01014,PETRONET LNG LIMITED,PETRONET,150000017,15036000,127464016
20-FEB-2019,INE134E01011,POWER FIN CORP LTD.,PFC,203369978,47113800,146087679
20-FEB-2019,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,30719858,2972000,26211865
20-FEB-2019,INE160A01022,PUNJAB NATIONAL BANK,PNB,208425616,172781000,25223335
20-FEB-2019,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,456842549,28552000,405448421
20-FEB-2019,INE191H01014,PVR LIMITED,PVR,7454656,1824000,5257923
20-FEB-2019,INE331A01037,THE RAMCO CEMENTS LIMITED,RAMCOCEM,26974244,771200,24854331
20-FEB-2019,INE301A01014,RAYMOND LTD,RAYMOND,6775384,4724800,1711814
20-FEB-2019,INE976G01028,RBL BANK LIMITED,RBLBANK,85086978,7387200,73445429
20-FEB-2019,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,254684465,199138000,42812241
20-FEB-2019,INE020B01018,REC LIMITED,RECLTD,186236520,47310000,129614694
20-FEB-2019,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,654841181,76542500,545556621
20-FEB-2019,INE612J01015,REPCO HOME FINANCE LTD,REPCOHOME,7866151,1355200,6117643
20-FEB-2019,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,138444000,57757638
20-FEB-2019,INE062A01020,STATE BANK OF INDIA,SBIN,729782012,163785000,529507911
20-FEB-2019,INE070A01015,SHREE CEMENT LIMITED,SHREECEM,2453485,99400,2231410
20-FEB-2019,INE003A01024,SIEMENS LTD,SIEMENS,17806068,2486550,14429214
20-FEB-2019,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,361928764,167660319,176172006
20-FEB-2019,INE872A01014,SREI INFRASTRUCTURE FINAN,SREINFRA,39443554,14400000,23071376
20-FEB-2019,INE647A01010,SRF LTD,SRF,5468800,1363500,3831860
20-FEB-2019,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33541942,5529600,26335244
20-FEB-2019,INE939A01011,STRIDES PHARMA SCI LTD,STAR,12395780,6070900,5705091
20-FEB-2019,INE044A01036,SUN PHARMACEUTICAL IND L,SUNPHARMA,218894578,72409700,135540149
20-FEB-2019,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,9786000,8933020
20-FEB-2019,INE040H01021,SUZLON ENERGY LIMITED,SUZLON,851741765,295944000,513210676
20-FEB-2019,INE667A01018,SYNDICATE BANK,SYNDIBANK,76346533,34185000,38344206
20-FEB-2019,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35345667,3606000,29972383
20-FEB-2019,INE151A01013,TATA COMMUNICATIONS LTD,TATACOMM,14258524,3178000,10367597
20-FEB-2019,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,6904235,2236800,4322223
20-FEB-2019,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,82732329,13680000,64915712
20-FEB-2019,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,362219126,111608000,232500169
20-FEB-2019,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101602140,32680000,63842033
20-FEB-2019,INE245A01021,TATA POWER CO LTD,TATAPOWER,362445856,58905000,285418563
20-FEB-2019,INE081A01012,TATA STEEL LIMITED,TATASTEEL,161060422,52894033,100113367
20-FEB-2019,INE467B01029,TATA CONSULTANCY SERV LT,TCS,209768541,23929500,175350613
20-FEB-2019,INE669C01036,TECH MAHINDRA LIMITED,TECHM,125642015,21944400,97415514
20-FEB-2019,INE280A01028,TITAN COMPANY LIMITED,TITAN,83616848,17100000,62336005
20-FEB-2019,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,501000,8744020
20-FEB-2019,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,2574000,39828958
20-FEB-2019,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,129899100,69771000,53633145
20-FEB-2019,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,7963000,30493821
20-FEB-2019,INE686F01025,UNITED BREWERIES LTD,UBL,22357672,3682000,17557788
20-FEB-2019,INE334L01012,UJJIVAN FIN. SERVC. LTD.,UJJIVAN,24224375,6667200,16345956
20-FEB-2019,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,21003731,2476200,17477344
20-FEB-2019,INE692A01016,UNION BANK OF INDIA,UNIONBANK,76131760,44793000,27532172
20-FEB-2019,INE628A01036,UPL LIMITED,UPL,73388208,18933600,50785197
20-FEB-2019,INE205A01025,VEDANTA LIMITED,VEDL,367715829,90081800,259248237
20-FEB-2019,INE951I01027,V-GUARD IND LTD.,VGUARD,30594810,4461000,24604069
20-FEB-2019,INE226A01021,VOLTAS LTD,VOLTAS,46126252,9209000,34610939
20-FEB-2019,INE075A01022,WIPRO LTD,WIPRO,228378966,42223200,174736817
20-FEB-2019,INE049B01025,WOCKHARDT LIMITED,WOCKPHARMA,5740164,4678200,774955
20-FEB-2019,INE528G01027,YES BANK LIMITED,YESBANK,370789950,204846250,147404202
20-FEB-2019,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,112141257,33472400,73061794
